path,category,label_index,region
..\data\processed\bijoux_berberes\bijoux_berberes_0024.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0025.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0026.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0027.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0028.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0029.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0030.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0031.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0032.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0033.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0034.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0035.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0036.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0037.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0038.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0039.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0040.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0041.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0042.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0043.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0044.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0045.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0046.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0047.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0048.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0049.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0050.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0051.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0052.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0053.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0054.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0055.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0056.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0057.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0058.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0059.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0060.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0061.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0062.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0063.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0064.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0065.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0066.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0067.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0068.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0069.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0070.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0071.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0072.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0073.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0074.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0075.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0076.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0077.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0078.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0079.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0080.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0081.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0082.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0083.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0084.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0085.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0086.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0087.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0088.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0089.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0090.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0091.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0092.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0093.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0094.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0095.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0096.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0097.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0098.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0099.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0100.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0101.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0102.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0103.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0104.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0105.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0106.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0107.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0108.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0109.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0110.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0111.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0112.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0113.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0114.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0115.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0116.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0117.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0118.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0119.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0120.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0121.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0122.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0123.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0124.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0125.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0126.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0127.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0128.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0129.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0130.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0131.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0132.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0133.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0134.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0135.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0136.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0137.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0138.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0139.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0140.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0141.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0142.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0143.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0144.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0145.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0146.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0147.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0148.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0149.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0150.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0151.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0152.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0153.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0154.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0155.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0156.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0157.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0158.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0159.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0160.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0161.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0162.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0163.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0164.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0165.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0166.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0167.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0168.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0169.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0170.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0171.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0172.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0173.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0174.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0175.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0176.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0177.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0178.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0179.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0180.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0181.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0182.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0183.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0184.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0185.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0186.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0187.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0188.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0189.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0190.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0191.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0192.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0193.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0194.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0195.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0196.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0197.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0198.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0199.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0200.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0201.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0202.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0203.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0204.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0205.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0206.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0207.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0208.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0209.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0210.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0211.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0212.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0213.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0214.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0215.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0216.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0217.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0218.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0219.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0220.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0221.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0222.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0223.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0224.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0225.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0226.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0227.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0228.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0229.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0230.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0231.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0232.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0233.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0234.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0235.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0236.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0237.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0238.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0239.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0240.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0241.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0242.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0243.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0244.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0245.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0246.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0247.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0248.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0249.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0250.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0251.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0252.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0253.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0254.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0255.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0256.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0257.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0258.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0259.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0260.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0261.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0262.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0263.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0264.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0265.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0266.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0267.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0268.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0269.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0270.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0271.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0272.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0273.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0274.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0275.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0276.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0277.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0278.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0279.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0280.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0281.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0282.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0283.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0284.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0285.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0286.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0287.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0288.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0289.jpg,bijoux_berberes,0,Djerba
..\data\processed\bijoux_berberes\bijoux_berberes_0290.jpg,bijoux_berberes,0,Djerba
